,Ｎo．,番号,タイトル,相手先会社名,相手先所属,相手先担当者,送信元会社名,送信元担当者,送信元電話,送信元FAX,合計枚数,検討,電話待,FAX待,予備,予備メモ,メモ,年号,年,月,日,相手先ＦＡＸ番号,ＭＩＣ,役職,作業者名１,作業者名２,作業者名３,作業者名４,作業者名５,作業者名６,作業者名７,作業者名８,作業者名９,作業者名１０,作業者名１１,作業者名１２,作業者名１３,作業車１,作業車２,作業車３,住所１,住所２,郵便番号
311,3049,,10月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,29,10,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
312,3050,,10月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,29,11,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
313,3051,,建設産廃物処理委託契約書,高俊興業(株),,広瀬,,茂木,,,5,,,,,,いつもお世話になっております。,平成,29,11,2,047-399-5362,,,,,,,,,,,,,,,,,,,,,
314,3052,,フル２線　ホテルの件名,ミツワ電機 株式会社,特機第二営業部　第六営業所,竹田,,松藤,,,1,,,,,,有限会社零電社の松藤です。,平成,29,11,2,043-244-4383,,課長,,,,,,,,,,,,,,,,,千葉県千葉市稲毛区稲毛1-13-14,,263-0034
315,3053,,神奈川大学　新国際学生寮,パナソニックエコソリューションズ社,横浜電材営業所,松田,,壁谷,,,7,,,,,,お世話になっております。零電社　壁谷です。,平成,29,11,21,045-522-1009,,,,,,,,,,,,,,,,,,,千葉県千葉市稲毛区稲毛1-13-14,,263-0034
316,3054,,神奈川大学　新国際学生寮,パナソニックエコソリューションズ社,横浜電材営業所,松田,,壁谷,,,1,,,,,,お世話になっております。零電社　壁谷です。,平成,29,11,21,045-522-1009,,,,,,,,,,,,,,,,,,,千葉県千葉市稲毛区稲毛1-13-14,,263-0034
317,3055,,11月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,29,11,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
318,3056,,11月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,29,12,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
319,3057,,天津わかしお学校エネルギーモニターの調整,,ヤマト電機株式会社,北営業所 ,,,,,,,,,,,世話になります。(有)零電社　勅使河原　です。,平成,29,12,1,03-3905-7778,,鈴木 所長,,,,,,,,,,,,,,,,,,,
320,3058,,見積り依頼,ソウブ電商（株）,,田所,,勅使河原,,,2,,,,,,お世話になっております。,平成,29,12,6,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
321,3059,,　南柏ダンロップ様フル２線機器交換設定見積りの件,トシン電機㈱,,加藤,,山下,,,3,■,,,,,いつもお世話になっております。零電社　山下です。,平成,29,9,11,046-223-8651,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,パナソニック東京汐留ビル20F,105-8301
322,3060,,12月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,29,12,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
323,3061,,12月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,29,12,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
324,3062,,1月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,1,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
325,3063,,1月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,1,,,,,,いつもお世話になります。,平成,30,1,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
326,3064,,名称板製作,梅崎機械彫刻所,,梅崎,,木村,,,1,,,,,,毎度お世話になっております。,平成,30,2,15,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
327,3065,,日本大学総合体育館 リモコンスイッチ設定,杉本電機産業株式会社,大和町田営業所,ｺｸﾞﾚ,,松藤,,,2,,,,,,御世話になっております。,平成,30,2,20,042-788-7556,,,,,,,,,,,,,,,,,,,,,
328,3066,,東村山駅　作業員名簿,日本電設工業㈱,,鶴羽,,茂木,,,2,,,,,,お世話になっております。,平成,30,2,26,03-5744-3753,,,,,,,,,,,,,,,,,,,,,
329,3067,,青梅消防署・馬橋児童館学童クラブ,パナソニック㈱エコソリューションズ社,多摩電材営業所　営業２課,平林,,壁谷,,,3,,,,,,お世話になっております。零電社　壁谷です。,平成,30,2,26,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
330,3068,,2月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,30,2,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
331,3070,,2月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,30,3,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
332,3071,,厚木市立鳶尾小学校スイッチ設定,ミツワ電機株式会社,横浜営業所,角田,,勅使河原,,,2,,,,,,毎度お世話になります。,平成,30,3,8,045-277-4705,,,,,,,,,,,,,,,,,,,,,
333,3072,,厚木市立鳶尾小学校スイッチ設定,ミツワ電機株式会社,横浜営業所,角田,,勅使河原,,,2,,,,,,毎度お世話になります。,平成,30,3,20,045-277-4705,,,,,,,,,,,,,,,,,,,,,
334,3073,,（仮称）丸の内3-2計画,株式会社　関電工,,清水,,井上,,,3,,,,,,いつも大変お世話になっております。,平成,30,3,22,03-3215-2140,,,,,,,,,,,,,,,,,,,,,
335,3074,,フル２線御見積もりの件,杉本電機産業(株),立川営業所,真住,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,30,3,23,042-548-1760,,,,,,,,,,,,,,,,,,,東京都立川市高松町1-17-26,,190-0011
336,3075,,新電元メカトロニクス㈱茜台倉庫　新築工事,パナソニック㈱エコソリューションズ社,多摩電材営業所　営業２課,平林,,山下,,,2,,,,,,お世話になっております。零電社　山下和です。,平成,30,2,26,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
337,3076,,錦糸町プライムタワー１４階の件,パナソニック（株）エコソリューションズ社,首都電材圏営業所,沖原,,,,,,,,,,,錦糸町プライムタワー１４階の件のお見積りです。,平成,,,,03-6218-1411,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
338,3077,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,30,3,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
339,3078,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,3,30,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
340,3079,,3月分　合計請求明細書,新和照明株式会社,エンジニアリング部,佐藤　,,茂木,,,2,,,,,,いつもお世話になっております。,平成,30,4,2,03-3842-3774,,部長,,,,,,,,,,,,,,,,,東京都台東区東上野6-7-13,,110-0015
341,3080,,3月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,30,4,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
342,3081,,フル２線御見積もりの件,杉本電機産業(株),立川営業所,真住,,松藤,,,2,,,,,,お世話になっております。零電社　松藤です。,平成,30,4,4,042-548-1760,,,,,,,,,,,,,,,,,,,東京都立川市高松町1-17-26,,190-0011
343,3082,,大森パークビル７階入居工事の件,神田電業株式会社,営業部,鵜飼,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,30,4,5,03-3256-2966,,,,,,,,,,,,,,,,,,,,,
344,3083,,一番町3階PGF生命保険様 レイアウト変更工事,ニシムラ(株),東京南営業所,橘,,松藤,,,2,,,,,,御世話になっております。,平成,30,4,6,03-5714-0822,,,,,,,,,,,,,,,,,,,東京都大田区東六郷１－２８－１３,,144-0046
345,3084,,見積り依頼,ソウブ電商（株）,,田所,,勅使河原,,,2,,,,,,お世話になっております。,平成,30,4,17,0489-56-3803,,,,,,,,,,,,,,,,,,,埼玉県三郷市戸ケ崎２－７８４,,341-0044
346,3086,,4月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,5,,,,,,いつもお世話になります。,平成,30,4,27,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
347,3087,,タカノフェア　納期回答依頼,㈱タカノスマイル,松戸営業所,国分,,茂木,,,1,,,,,,お世話になります。,平成,30,5,10,047-364-2132,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
348,3088,,御見積もり依頼の件,パナソニック株式会社エコソリューションズ社,多摩電材営業所,吉川,,勅使河原,,,2,,,,,,パナソニック株式会社エコソリューションズ社,平成,30,5,17,,,,,,,,,,,,,,,,,,,,,,
349,3089,,№19839　亜細亜大学　お見積書,パナソニックESエンジニアリング(株),東京本部　建設業品質管理課,白坂,,茂木,,,2,,,,,,お世話になっております。,平成,30,5,30,03-5564-7077,,,,,,,,,,,,,,,,,,,,,
350,3090,,5月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,5,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
351,3091,,5月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,5,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
352,3092,,日本橋二丁目C街区（No.37618）事後見積書,パナソニック(株)エコソリューションズ社,東京電設営業所　盤営業課,柳田,,井上,,,23,,,,,,いつも大変お世話になっております。,平成,30,6,13,03-6218-1571,,課長,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,ﾊﾟﾅｿﾆｯｸ東京汐留ﾋﾞﾙ22階,105-8301
353,3093,,大手町二丁目Ｂ棟(扉・内器不具合),パナソニック㈱エコソリューションズ社,東京電設営業所　電設盤営業課,高橋,,浮ヶ谷,,,5,,,,,,いつもお世話になっております。,平成,30,6,13,03-6218-1561,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,汐留本社ビル22Ｆ,105-8301
354,3094,,日本橋二丁目C街区（No.37618）事後見積書,パナソニック（株）エコソリューションズ社,東京電設営業所　盤営業課,新城,,井上,,,23,,,,,,いつも大変お世話になっております。,平成,30,6,13,03-6218-1572,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,ﾊﾟﾅｿﾆｯｸ東京汐留ﾋﾞﾙ22階,105-8301
355,3095,,日本橋二丁目C街区（No.37618）事後見積書,パナソニック（株）エコソリューションズ社,ｴﾅｼﾞｰｼｽﾃﾑ事業部　情報商品営業部　盤推進ｸﾞﾙｰﾌﾟ,米本,,井上,,,23,,,,,,いつも大変お世話になっております。,平成,30,6,13,03-6218-1561,,主務,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,ﾊﾟﾅｿﾆｯｸ東京汐留ﾋﾞﾙ 22階,105-8301
356,3096,,フル２線調整依頼の件,パナソニック（株）エコソリューションズ社,横浜電材営業所,上永,,壁谷,,,1,,,,,,お世話になっております。零電社　壁谷です。,平成,30,6,25,045-522-1009,,,,,,,,,,,,,,,,,,,神奈川県横浜市神奈川区金港町2-6,横浜プラザビル3F,221-0056
357,3097,,6月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,6,29,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
358,3098,,6月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,6,29,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
359,3100,,専門学校・ケアハウス,前田電材株式会社,,前田,,勅使河原,,,1,,,,,,昨日はFAXいただき有難うございます。,平成,30,7,18,045-811-0704,,,,,,,,,,,,,,,,,,,神奈川県横浜市戸塚区秋葉町553-3,,245-0052
360,3099,,6月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,30,7,2,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
361,3101,,※※※大至急　手配お願い致します。※※※,共立継器㈱,名古屋営業所,河合,,井上,,,3,,■,■,,1課　日本橋2-C（三機工業様分）,いつも大変お世話になっております。,平成,30,7,20,0568-82-4276,,,,,,,,,,,,,,,,,,,,,
362,3102,,7月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,7,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
363,3103,,7月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,7,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
364,3104,,8月度　合計請求明細書,日新電気照明株式会社,,経理ご担当者,,,,,2,,,,,,お世話になっております。,平成,30,8,21,03-3912-6224,,,,,,,,,,,,,,,,,,,東京都北区豊島1-31-4,,114-0003
365,3105,,八王子実践高校リモコンスイッチ交換工事,トシン電機（株）,八王子営業所,シブイ,,松藤,,,2,,,,,,お世話になっております。,平成,30,8,27,042-666-3070,,,,,,,,,,,,,,,,,,,東京都八王子市散田町5-8-16,,193-0832
366,3106,,日本橋クマヒラの件,パナソニック（株）エコソリューションズ社,首都圏営業所,小蓬,,勅使河原,,,,,,,,,クマヒラの件ですが、照明制御がMECS-LでパナソニックESエンジニアリング殿での,平成,30,8,29,048-826-2404,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
367,3107,,シギハラ電気ヤマギワ様からの御依頼の件,杉本電機産業株式会社,川崎営業所,国井,,松藤,,,2,,,,,,御世話になっております。,平成,30,8,29,044-211-4732,,,,,,,,,,,,,,,,,,,,,
368,3109,,荏田ラグビー場　照明制御調整,前田電材株式会社,,前田,,壁谷,,,2,■,,,,,お世話になっております。零電社　壁谷です。,平成,30,8,31,045-811-0704,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
369,3110,,8月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,8,31,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
370,3111,,8月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,8,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
371,3112,,【ご請求書】20017　ＧＰタワー24階模様替工事,新和照明(株),,大垣,,茂木,,,2,,,,,,お世話になっております。,平成,30,8,31,03-3845-7101,,,,,,,,,,,,,,,,,,,,,
372,3113,,恵比寿ビル　４階点滅変更工事,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,30,9,13,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
373,3114,,9月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,30,9,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
374,3115,,9月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,9,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
375,3116,,9月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,30,10,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
376,3117,,御見積書の件,パナソニック㈱エコソリューションズ社,多摩電材営業所,平林,,松藤,,,2,,,,,,いつも御世話になっております。,平成,30,10,3,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
377,3118,,荷物引き取りの件,西濃運輸,松戸支店,,,井上,,,2,,,,,,いつも大変お世話になっております。,平成,30,10,12,047-366-1998,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
378,3119,,作成依頼,梅崎機械彫刻所,,梅崎,,井上,,,2,,,,,,いつも大変お世話になっております。,平成,30,10,24,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
379,3120,,10月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,10,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
380,3121,,10月分　総括請求書　,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,茂木,,,2,,,,,,お世話になっております。,平成,30,11,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
381,3122,,銘版　作成依頼,梅崎機械彫刻所,,梅崎,,茂木,,,2,,,,,,いつも大変お世話になっております。,平成,30,,,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市六高台西10番地8,,270-2203
382,3123,,東京国際空港　持ち込み工具の件,東光電気工事,,米良,,木村,,,4,,,,,,毎度お世話になっております。,平成,30,11,28,,,,,,,,,,,,,,,,,,,,,,
383,3124,,11月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,11,30,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
384,3125,,11月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,11,30,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
385,3126,,12月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,30,12,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
386,3127,,12月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,30,12,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
387,3129,,神田東松下町PJ,ミツワ電機㈱,積算センター,藤ヶ谷,,茂木,,,,,,,,,藤ヶ谷様,平成,31,1,8,03-3862-1183,,,,,,,,,,,,,,,,,,,,,
388,3130,,12月度　合計請求明細書　再発行の件,東和ライティング（株）,,経理ご担当者,,茂木,,,1,,,,,,お世話になっております。,平成,31,1,10,03-3422-3389,,,,,,,,,,,,,,,,,,,東京都世田谷区代田１－３０－１４,,155-0033
389,3131,,1月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,31,1,31,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
390,3132,,中山SCリニューアル工事に伴うタイマ設定修正,パナソニック㈱エコソリューションズ社,多摩電材営業所,平林,,松藤,,,2,■,,,,,御世話になっております。,平成,31,2,18,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
391,3133,,中山SCリニューアル工事に伴うタイマ設定修正,パナソニック㈱エコソリューションズ社,多摩電材営業所,平林,,松藤,,,2,■,,,,,御世話になっております。,平成,31,2,19,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
392,3134,,2月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,4,,,,,,いつもお世話になります。,平成,31,2,28,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
393,3135,,2月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,2,28,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
394,3136,,№20441　ご請求書,ミツワ電機㈱,,サカイ,,茂木,,,2,,,,,,お世話になっております。,平成,31,3,1,03-3862-1186,,,,,,,,,,,,,,,,,,,,,
395,3137,,【納品書】請求明細 差し替えのお願い,パナソニックＥＳエンジニアリング㈱,経営管理部,青木,,井上,,,2,,,,,,いつも大変お世話になっております。,平成,31,3,1,03-5564-7076,,,,,,,,,,,,,,,,,,,東京都江東区青海1-1-20,ﾀﾞｲﾊﾞｰｼﾃｨ東京ｵﾌｨｽﾀﾜｰ13階,135-0064
396,3138,,3月末〆合計明細書,パナソニック㈱エコソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,3,29,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
397,3139,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
398,3140,,恵比寿ビル,小島電機工業株式会社,杉並営業所,東,,壁谷,,,2,,,,,,お世話になっております。零電社　壁谷です。,平成,31,4,5,03-3335-4959,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
399,3141,,タカノフェア　見積依頼,㈱タカノスマイル,松戸営業所,国分,,壁谷,,,2,,,,,,お世話になります。零電社　壁谷です。,平成,31,4,11,047-364-2132,,,,,,,,,,,,,,,,,,,千葉県松戸市上本郷2-4592-2,,271-0064
400,3142,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　電材ｸﾞﾙｰﾌﾟ,経理ご担当者,,茂木,,,3,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1141,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
401,3143,,4月末〆合計明細書,パナソニック㈱ライフソリューションズ社,東部経理ｾﾝﾀｰ　特機ｸﾞﾙｰﾌﾟ,神宮,,茂木,,,2,,,,,,いつもお世話になります。,平成,31,4,26,03-6218-1151,,,,,,,,,,,,,,,,,,,東京都港区東新橋１丁目５番１号,,105-8301
402,3144,,ＭＪＳ本社ビル　不具合調査の件,小島電機工業(株),杉並営業所,東,,松藤,,,3,,,,,,御世話になっております。,平成,31,4,26,03-3335-4959,,,,,,,,,,,,,,,,,,,東京都杉並区松庵2-15-5,,167-0054
403,3145,,名称板製作依頼,梅崎機械彫刻所,,梅崎,,木村,,,3,,,,,,毎度お世話になっております。,令和,1,5,7,047-387-8575,,社長,,,,,,,,,,,,,,,,,千葉県松戸市高柳新田１１１－４,,270-2201
404,3146,,ヒルトン東京ベイ,パナソニック㈱エコソリューションズ社,多摩電材営業所　営業２課,平林,,勅使河原,,,2,,,,,,お世話になっております。零電社　勅使河原です。,令和,1,5,24,042-537-6671,,,,,,,,,,,,,,,,,,,東京都立川市栄町6丁目1番地,立飛ﾋﾞﾙ7号館　5F,190-0003
